,subj1,subj2,vID,language_cor
103,0.0,9.0,8.0,0.7647808719458592
104,0.0,9.0,9.0,0.9515589616922517
105,0.0,9.0,10.0,0.9255778749018021
106,0.0,9.0,11.0,1.0309732232118822
107,0.0,9.0,12.0,0.9540393441713323
108,0.0,10.0,1.0,0.5757243267396849
109,0.0,10.0,2.0,0.8452614185362626
110,0.0,10.0,3.0,0.5435207706213369
111,0.0,10.0,4.0,0.8434238510042745
112,0.0,10.0,5.0,1.0390708814282323
113,0.0,10.0,6.0,0.7993808251271911
114,0.0,10.0,7.0,0.7699690256990486
115,0.0,10.0,8.0,0.8779017829202905
116,0.0,10.0,9.0,0.7610886086655029
117,0.0,10.0,10.0,1.0311603726448455
118,0.0,10.0,11.0,0.749066565768401
119,0.0,10.0,12.0,0.8294841998965218
120,0.0,11.0,1.0,1.0998353510902987
121,0.0,11.0,2.0,1.074342129603032
122,0.0,11.0,3.0,0.7437988553118474
123,0.0,11.0,4.0,1.3167267846681685
124,0.0,11.0,5.0,1.4408964796019819
125,0.0,11.0,6.0,0.9341110994533396
126,0.0,11.0,7.0,0.8979819565262385
127,0.0,11.0,8.0,0.8799311955367547
128,0.0,11.0,9.0,0.7567142329845465
129,0.0,11.0,10.0,1.067946221732137
130,0.0,11.0,11.0,1.0066542607051179
131,0.0,11.0,12.0,1.1604178890333723
132,0.0,12.0,1.0,1.2998282998129012
133,0.0,12.0,2.0,1.1023079767671142
134,0.0,12.0,3.0,0.6858750816733918
135,0.0,12.0,4.0,0.8780082952886369
136,0.0,12.0,5.0,1.1143292839512449
137,0.0,12.0,6.0,0.8308964967899537
138,0.0,12.0,7.0,1.4336252968365666
139,0.0,12.0,8.0,1.1495842997121795
140,0.0,12.0,9.0,0.9593399423286755
141,0.0,12.0,10.0,1.205222511768912
142,0.0,12.0,11.0,0.7445507167263672
143,0.0,12.0,12.0,1.155216869010275
144,0.0,13.0,1.0,0.5844924651307989
145,0.0,13.0,2.0,0.7503195177127913
146,0.0,13.0,3.0,0.6601484608547321
147,0.0,13.0,4.0,0.7901387969961914
148,0.0,13.0,5.0,1.1219821542239017
149,0.0,13.0,6.0,0.727457118406174
150,0.0,13.0,7.0,0.5801076875019672
151,0.0,13.0,8.0,0.8061686785132847
152,0.0,13.0,9.0,0.7668127074550313
153,0.0,13.0,10.0,0.8625923336211346
154,0.0,13.0,11.0,1.0567954916997242
155,0.0,13.0,12.0,0.8836636300302657
156,0.0,14.0,1.0,1.122454813759405
157,0.0,14.0,2.0,1.1028008670191995
158,0.0,14.0,3.0,0.6624660302637331
159,0.0,14.0,4.0,1.0688157818174595
160,0.0,14.0,5.0,1.1516730052012762
161,0.0,14.0,6.0,0.9321034393263256
162,0.0,14.0,7.0,0.8386195286836396
163,0.0,14.0,8.0,0.8830982005244407
164,0.0,14.0,9.0,0.8431525283127437
165,0.0,14.0,10.0,1.131905281249781
166,0.0,14.0,11.0,0.8555258189024296
167,0.0,14.0,12.0,1.0488018653919484
168,0.0,15.0,1.0,0.768473913646069
169,0.0,15.0,2.0,0.8486438797448526
170,0.0,15.0,3.0,0.9134878270647743
171,0.0,15.0,4.0,0.7527731936982723
172,0.0,15.0,5.0,0.856483180881142
173,0.0,15.0,6.0,1.0312984843759694
174,0.0,15.0,7.0,0.74863913773167
175,0.0,15.0,8.0,0.9364574293188508
176,0.0,15.0,9.0,0.6559941228471556
177,0.0,15.0,10.0,0.8560541740812099
178,0.0,15.0,11.0,0.6566708615947489
179,0.0,15.0,12.0,1.149941738129313
180,0.0,16.0,1.0,0.7678499632635293
181,0.0,16.0,2.0,0.9880355168185498
182,0.0,16.0,3.0,0.6170339018384678
183,0.0,16.0,4.0,0.8783356414921255
184,0.0,16.0,5.0,1.3729857049017231
185,0.0,16.0,6.0,0.8666892212157745
186,0.0,16.0,7.0,0.8057965124533951
187,0.0,16.0,8.0,1.0087736295242615
188,0.0,16.0,9.0,0.6926033730145317
189,0.0,16.0,10.0,1.0431778639092444
190,0.0,16.0,11.0,1.1791939194886736
191,0.0,16.0,12.0,0.9795957234960042
192,0.0,17.0,1.0,1.0876418906542713
193,0.0,17.0,2.0,0.9569764464113538
194,0.0,17.0,3.0,0.8595653874310999
195,0.0,17.0,4.0,0.7482764062041014
196,0.0,17.0,5.0,1.1199880609274875
197,0.0,17.0,6.0,0.8476180237659048
198,0.0,17.0,7.0,1.7620654016138877
199,0.0,17.0,8.0,1.1303017436110614
200,0.0,17.0,9.0,0.7996713952520995
201,0.0,17.0,10.0,1.2231770495990013
202,0.0,17.0,11.0,0.823274036615317
203,0.0,17.0,12.0,1.55795511534065
204,0.0,18.0,1.0,1.0073878950452337
205,0.0,18.0,2.0,0.9505490839177414
206,0.0,18.0,3.0,0.6392144970036069
207,0.0,18.0,4.0,0.8889846850272378
208,0.0,18.0,5.0,0.814448475396378
209,0.0,18.0,6.0,0.7883826900216717
210,0.0,18.0,7.0,0.8456411252295309
211,0.0,18.0,8.0,0.9246825521347473
212,0.0,18.0,9.0,0.6217695452452081
213,0.0,18.0,10.0,1.0737134880329124
214,0.0,18.0,11.0,0.8297772441028373
215,0.0,18.0,12.0,0.8138985435766437
216,0.0,19.0,1.0,0.8077574124073602
217,0.0,19.0,2.0,1.176165328353934
218,0.0,19.0,3.0,0.6704546140147457
219,0.0,19.0,4.0,0.9424742103819223
220,0.0,19.0,5.0,1.1240981647331587
221,0.0,19.0,6.0,0.8742317397540639
222,0.0,19.0,7.0,0.9506528041133405
223,0.0,19.0,8.0,0.9308334040969367
224,0.0,19.0,9.0,0.6890978908110945
225,0.0,19.0,10.0,1.5286182056172453
226,0.0,19.0,11.0,0.8437892248495065
227,0.0,19.0,12.0,0.9866762870064347
228,0.0,20.0,1.0,1.213426725127882
229,0.0,20.0,2.0,0.8964023125736926
230,0.0,20.0,3.0,1.3624808139647353
231,0.0,20.0,4.0,1.4992134635454204
232,0.0,20.0,5.0,1.079952156723214
233,0.0,20.0,6.0,1.0983398443699517
234,0.0,20.0,7.0,1.6038553394629145
235,0.0,20.0,8.0,1.0148025933539349
236,0.0,20.0,9.0,0.8486093273539214
237,0.0,20.0,10.0,1.3289287235015204
238,0.0,20.0,11.0,0.8630537624909055
239,0.0,20.0,12.0,0.9505394173854127
240,0.0,21.0,1.0,1.2443917902830364
241,0.0,21.0,2.0,1.0329321388175847
242,0.0,21.0,3.0,0.7350022654268574
243,0.0,21.0,4.0,1.1605404361960727
244,0.0,21.0,5.0,1.0395896804143059
245,0.0,21.0,6.0,0.8011159078600352
246,0.0,21.0,7.0,1.111765501464622
247,0.0,21.0,8.0,0.9992154265063738
248,0.0,21.0,9.0,0.7243609804653871
249,0.0,21.0,10.0,0.9885676891464772
250,0.0,21.0,11.0,1.0710527289873752
251,0.0,21.0,12.0,1.1704602633879062
252,0.0,22.0,1.0,0.9203093634609383
253,0.0,22.0,2.0,1.2145652980749637
254,0.0,22.0,3.0,0.9092043180123448
255,0.0,22.0,4.0,0.8732992505296778
256,0.0,22.0,5.0,1.2102712987466442
257,0.0,22.0,6.0,0.7296376783967675
258,0.0,22.0,7.0,1.1128963873857975
259,0.0,22.0,8.0,1.0460324379214907
260,0.0,22.0,9.0,0.675046609821187
261,0.0,22.0,10.0,0.9939782741952815
262,0.0,22.0,11.0,1.0231531363401871
263,0.0,22.0,12.0,1.2256787523346118
264,0.0,23.0,1.0,0.6930171464256423
265,0.0,23.0,2.0,0.7956019914762887
266,0.0,23.0,3.0,0.9882059460078457
267,0.0,23.0,4.0,0.8346339497162569
268,0.0,23.0,5.0,1.0412242031143448
269,0.0,23.0,6.0,0.8999326976407541
270,0.0,23.0,7.0,0.802532449298968
271,0.0,23.0,8.0,0.983780718145986
272,0.0,23.0,9.0,0.7338685402291825
273,0.0,23.0,10.0,1.0675047562711981
274,0.0,23.0,11.0,0.8737778722006578
275,0.0,23.0,12.0,0.9657913429030034
276,0.0,24.0,1.0,0.8114382149490109
277,0.0,24.0,2.0,0.9160648191659277
278,0.0,24.0,3.0,0.8783465427846382
279,0.0,24.0,4.0,0.7567354672037783
280,0.0,24.0,5.0,1.05959133208791
281,0.0,24.0,6.0,0.7594355097447968
282,0.0,24.0,7.0,0.8697374517407714
283,0.0,24.0,8.0,0.8021774986256676
284,0.0,24.0,9.0,0.7465677381651832
285,0.0,24.0,10.0,0.7834477433374912
286,0.0,24.0,11.0,0.5800488986804966
287,0.0,24.0,12.0,0.9426027713117063
288,0.0,25.0,1.0,1.3351327724589135
289,0.0,25.0,2.0,1.2022439880548974
290,0.0,25.0,3.0,0.8384294964931883
291,0.0,25.0,4.0,0.8084843094813975
292,0.0,25.0,5.0,1.1513963825981486
293,0.0,25.0,6.0,0.7183661668464913
294,0.0,25.0,7.0,1.1098215179701674
295,0.0,25.0,8.0,1.0610482927032152
296,0.0,25.0,9.0,1.2023362174078696
297,0.0,25.0,10.0,1.3980099872459273
298,0.0,25.0,11.0,0.8052248416729528
299,0.0,25.0,12.0,1.230295725926181
300,0.0,26.0,1.0,1.0821566261154845
301,0.0,26.0,2.0,0.8062398081732427
302,0.0,26.0,3.0,1.0330789988118594
303,0.0,26.0,4.0,1.2891452254170555
304,0.0,26.0,5.0,1.2215534123605054
305,0.0,26.0,6.0,0.7661924346180167
306,0.0,26.0,7.0,1.3354605721953061
307,0.0,26.0,8.0,0.8640400555093954
308,0.0,26.0,9.0,1.2194925484852337
309,0.0,26.0,10.0,1.4449952774970838
310,0.0,26.0,11.0,0.8943944199923345
311,0.0,26.0,12.0,1.163049265948807
312,0.0,27.0,1.0,0.9757671449388754
313,0.0,27.0,2.0,0.9830615449219735
314,0.0,27.0,3.0,1.3545334650072895
315,0.0,27.0,4.0,1.7183616192242268
316,0.0,27.0,5.0,1.2699002479410764
317,0.0,27.0,6.0,0.8582374473261237
318,0.0,27.0,7.0,1.196296455583753
319,0.0,27.0,8.0,0.9224829653037897
320,0.0,27.0,9.0,0.8797836902383649
321,0.0,27.0,10.0,1.0610316147797254
322,0.0,27.0,11.0,0.9252717348848537
323,0.0,27.0,12.0,1.1133791818797447
324,0.0,28.0,1.0,1.350763455744384
325,0.0,28.0,2.0,0.8341927199706708
326,0.0,28.0,3.0,1.0273631352383799
327,0.0,28.0,4.0,1.1797419341858955
328,0.0,28.0,5.0,1.0916165868990604
329,0.0,28.0,6.0,0.9808250840522107
330,0.0,28.0,7.0,1.1446045170630033
331,0.0,28.0,8.0,1.162927078996872
332,0.0,28.0,9.0,0.799400297865891
333,0.0,28.0,10.0,0.9307015468896487
334,0.0,28.0,11.0,0.9510218939426083
335,0.0,28.0,12.0,1.0633371045754145
336,0.0,29.0,1.0,1.0083351886334306
337,0.0,29.0,2.0,1.2368876551956558
338,0.0,29.0,3.0,0.7563966758499838
339,0.0,29.0,4.0,0.8965514637104848
340,0.0,29.0,5.0,1.1690504957930168
341,0.0,29.0,6.0,0.7569008610551651
342,0.0,29.0,7.0,0.9467527351663302
343,0.0,29.0,8.0,0.9628480412134949
344,0.0,29.0,9.0,0.8165952876540666
345,0.0,29.0,10.0,0.8962063375747691
346,0.0,29.0,11.0,0.8596104607606521
347,0.0,29.0,12.0,1.0547662504880013
348,0.0,30.0,1.0,0.6678170886652428
349,0.0,30.0,2.0,0.8895425850267203
350,0.0,30.0,3.0,1.0386512063833255
351,0.0,30.0,4.0,0.893820615111371
352,0.0,30.0,5.0,1.017803564575411
353,0.0,30.0,6.0,0.7238200055435552
354,0.0,30.0,7.0,0.7991360739239594
355,0.0,30.0,8.0,1.157290456549876
356,0.0,30.0,9.0,0.7775037451045453
357,0.0,30.0,10.0,0.9710086240651267
358,0.0,30.0,11.0,0.738991976424026
359,0.0,30.0,12.0,0.9786421315866813
360,0.0,31.0,1.0,0.9208826416046918
361,0.0,31.0,2.0,1.2296786596066631
362,0.0,31.0,3.0,1.1287351018378902
363,0.0,31.0,4.0,1.2235593977351331
364,0.0,31.0,5.0,1.401733316553706
365,0.0,31.0,6.0,0.8939025483135673
366,0.0,31.0,7.0,1.0825311355538532
367,0.0,31.0,8.0,1.8071787682516045
368,0.0,31.0,9.0,0.87410372856154
369,0.0,31.0,10.0,1.336040951553815
370,0.0,31.0,11.0,1.2458896649875308
371,0.0,31.0,12.0,1.7221855942010487
372,0.0,32.0,1.0,0.954557872579018
373,0.0,32.0,2.0,0.9865322242013841
374,0.0,32.0,3.0,0.7486066337742435
375,0.0,32.0,4.0,1.1655274741450405
376,0.0,32.0,5.0,1.0796644457907627
377,0.0,32.0,6.0,0.9127998327648892
378,0.0,32.0,7.0,0.9266229322929908
379,0.0,32.0,8.0,0.9990127761342154
380,0.0,32.0,9.0,1.0110637590189222
381,0.0,32.0,10.0,1.079678889353317
382,0.0,32.0,11.0,0.788466421054975
383,0.0,32.0,12.0,1.1883369174711673
384,0.0,33.0,1.0,1.471935069269071
385,0.0,33.0,2.0,0.845517662071648
386,0.0,33.0,3.0,1.2259357834377702
387,0.0,33.0,4.0,1.126312926449681
388,0.0,33.0,5.0,1.2654282151110405
389,0.0,33.0,6.0,0.753921912842474
390,0.0,33.0,7.0,1.064684034827516
391,0.0,33.0,8.0,1.0450562580678735
392,0.0,33.0,9.0,0.8849245207451186
393,0.0,33.0,10.0,1.2743465221169707
394,0.0,33.0,11.0,1.3757799104414559
395,0.0,33.0,12.0,1.2106274854698098
396,0.0,34.0,1.0,0.68974579359694
397,0.0,34.0,2.0,0.9187607968994321
398,0.0,34.0,3.0,0.8857615963452247
399,0.0,34.0,4.0,0.7248835460677475
400,0.0,34.0,5.0,0.7894955906879444
401,0.0,34.0,6.0,0.9153245596419861
402,0.0,34.0,7.0,0.6050954546210939
403,0.0,34.0,8.0,0.8349844061116083
404,0.0,34.0,9.0,0.9317970428344649
405,0.0,34.0,10.0,1.2108658160878627
406,0.0,34.0,11.0,0.8122963473356459
407,0.0,34.0,12.0,0.9317973561404069
408,0.0,35.0,1.0,0.7185231824816642
409,0.0,35.0,2.0,0.9511110818591697
410,0.0,35.0,3.0,0.6472545782760645
411,0.0,35.0,4.0,0.8789746256868224
412,0.0,35.0,5.0,1.1619387545244229
413,0.0,35.0,6.0,0.8983331423663549
414,0.0,35.0,7.0,0.7779314924099174
415,0.0,35.0,8.0,0.9195423238671938
416,0.0,35.0,9.0,1.0048643241127266
417,0.0,35.0,10.0,0.9170843216859997
418,0.0,35.0,11.0,0.7644364894733622
419,0.0,35.0,12.0,0.9405310433859996
420,0.0,36.0,1.0,0.8144270972447457
421,0.0,36.0,2.0,0.9475684121580238
422,0.0,36.0,3.0,0.8956209320046358
423,0.0,36.0,4.0,0.9698403609692028
424,0.0,36.0,5.0,1.0323286762632469
425,0.0,36.0,6.0,0.8659429698948429
426,0.0,36.0,7.0,0.8931919570935709
427,0.0,36.0,8.0,0.901200192332379
428,0.0,36.0,9.0,0.7999750642781497
429,0.0,36.0,10.0,1.2478557416951725
430,0.0,36.0,11.0,0.916474599289042
431,0.0,36.0,12.0,1.0606246611329362
432,1.0,2.0,1.0,1.0134368686680961
433,1.0,2.0,2.0,0.9148181732155609
434,1.0,2.0,3.0,1.0383995002240516
435,1.0,2.0,4.0,0.8178236148216232
436,1.0,2.0,5.0,0.9840082099769191
437,1.0,2.0,6.0,0.6152765524643229
438,1.0,2.0,7.0,0.9887761456793241
439,1.0,2.0,8.0,0.7598133265439893
440,1.0,2.0,9.0,1.268328537165596
441,1.0,2.0,10.0,0.885902998593007
442,1.0,2.0,11.0,1.0389436193218549
443,1.0,2.0,12.0,0.7577605268312062
444,1.0,3.0,1.0,1.1737337372182468
445,1.0,3.0,2.0,1.2181555071154992
446,1.0,3.0,3.0,0.9715711494243396
447,1.0,3.0,4.0,0.9331452857149706
448,1.0,3.0,5.0,0.9185601971912543
449,1.0,3.0,6.0,0.6335451825576303
450,1.0,3.0,7.0,0.8697869526763595
451,1.0,3.0,8.0,1.0100270326285063
452,1.0,3.0,9.0,1.3465925950939919
453,1.0,3.0,10.0,1.1393715677822338
454,1.0,3.0,11.0,1.907514594550016
455,1.0,3.0,12.0,0.7716001756174459
456,1.0,4.0,1.0,0.9535018568147711
457,1.0,4.0,2.0,0.8232643391249722
458,1.0,4.0,3.0,0.7131073877086112
459,1.0,4.0,4.0,0.7503708944766048
460,1.0,4.0,5.0,0.7356220685813707
461,1.0,4.0,6.0,0.9952411739574545
462,1.0,4.0,7.0,0.6137189368004535
463,1.0,4.0,8.0,0.7983896967829193
464,1.0,4.0,9.0,0.727203876833622
465,1.0,4.0,10.0,0.6195044044020058
466,1.0,4.0,11.0,0.8987751045364488
467,1.0,4.0,12.0,0.9754377864362256
468,1.0,5.0,1.0,0.7703935297527932
469,1.0,5.0,2.0,0.7948859565063724
470,1.0,5.0,3.0,0.7265995071754061
471,1.0,5.0,4.0,1.0347717227437665
472,1.0,5.0,5.0,0.5837010083601332
473,1.0,5.0,6.0,0.5618800019929534
474,1.0,5.0,7.0,0.6607491348811892
475,1.0,5.0,8.0,0.8459065259682227
476,1.0,5.0,9.0,0.8477353482750021
477,1.0,5.0,10.0,1.150649550445012
478,1.0,5.0,11.0,0.9038384962102147
479,1.0,5.0,12.0,0.6112922712511653
480,1.0,6.0,1.0,0.9856790234333981
481,1.0,6.0,2.0,0.707199749742831
482,1.0,6.0,3.0,0.9101825817475112
483,1.0,6.0,4.0,1.0687916313499273
484,1.0,6.0,5.0,1.50506864128584
485,1.0,6.0,6.0,0.7275888894200961
486,1.0,6.0,7.0,0.802748940889407
487,1.0,6.0,8.0,1.1953038759934322
488,1.0,6.0,9.0,0.8255432982189252
489,1.0,6.0,10.0,1.1518348675959569
490,1.0,6.0,11.0,0.8646060582926184
491,1.0,6.0,12.0,0.8429753230699638
492,1.0,7.0,1.0,0.900353051503553
493,1.0,7.0,2.0,0.8105529287338398
494,1.0,7.0,3.0,0.6450852355526294
495,1.0,7.0,4.0,0.8227061162010523
496,1.0,7.0,5.0,0.7814071289455101
497,1.0,7.0,6.0,0.7067035813514471
498,1.0,7.0,7.0,0.757351116635636
499,1.0,7.0,8.0,0.9619612380275082
500,1.0,7.0,9.0,1.0871845934368485
501,1.0,7.0,10.0,0.8180057301021987
502,1.0,7.0,11.0,0.9550124968079204
503,1.0,7.0,12.0,0.9085220280466553
504,1.0,8.0,1.0,1.143907666330463
505,1.0,8.0,2.0,1.0352439061788512
506,1.0,8.0,3.0,1.1743544245762638
507,1.0,8.0,4.0,1.7685983161565773
508,1.0,8.0,5.0,1.0108446748901512
509,1.0,8.0,6.0,1.0619627696622436
510,1.0,8.0,7.0,1.1905819855532394
511,1.0,8.0,8.0,1.1342322612592195
512,1.0,8.0,9.0,1.1727404017215337
513,1.0,8.0,10.0,1.0351381827981594
514,1.0,8.0,11.0,1.250895281657091
515,1.0,8.0,12.0,0.9940491714732719
516,1.0,9.0,1.0,1.0082724258451912
517,1.0,9.0,2.0,0.910723965501228
518,1.0,9.0,3.0,0.7427564934280741
519,1.0,9.0,4.0,0.8704737387980898
520,1.0,9.0,5.0,0.6397113836347482
521,1.0,9.0,6.0,1.0010259643626203
522,1.0,9.0,7.0,0.7377219933761974
523,1.0,9.0,8.0,0.6524530554657306
524,1.0,9.0,9.0,1.078861658872329
525,1.0,9.0,10.0,0.7986312120071393
526,1.0,9.0,11.0,1.1312357502490793
527,1.0,9.0,12.0,0.800188189161496
528,1.0,10.0,1.0,0.8078995925590504
529,1.0,10.0,2.0,1.0099605119152095
530,1.0,10.0,3.0,0.569939800787421
531,1.0,10.0,4.0,0.8168481070514403
532,1.0,10.0,5.0,0.6059148185411092
533,1.0,10.0,6.0,0.7755590045283132
534,1.0,10.0,7.0,0.6285204646561136
535,1.0,10.0,8.0,0.7946271690367053
536,1.0,10.0,9.0,0.861408853027618
537,1.0,10.0,10.0,0.8182486556762326
538,1.0,10.0,11.0,0.9625685981616409
539,1.0,10.0,12.0,0.5653885168178252
540,1.0,11.0,1.0,1.1781139393227573
541,1.0,11.0,2.0,1.0186695175052745
542,1.0,11.0,3.0,0.7628210352510875
543,1.0,11.0,4.0,1.4299369676204332
544,1.0,11.0,5.0,1.4248205535796479
545,1.0,11.0,6.0,1.00963100300551
546,1.0,11.0,7.0,0.7756034225847817
547,1.0,11.0,8.0,0.8080422486020847
548,1.0,11.0,9.0,0.9795481613519541
549,1.0,11.0,10.0,1.116497874013924
550,1.0,11.0,11.0,1.2402787934275503
551,1.0,11.0,12.0,0.7580240734082224
552,1.0,12.0,1.0,1.4332406545500878
553,1.0,12.0,2.0,1.213507971594932
554,1.0,12.0,3.0,0.7468170410696402
555,1.0,12.0,4.0,0.8543374153433053
556,1.0,12.0,5.0,0.7940327169012442
557,1.0,12.0,6.0,0.7448959428808809
558,1.0,12.0,7.0,1.238571455912863
559,1.0,12.0,8.0,1.1254264172970934
560,1.0,12.0,9.0,1.03465087597164
561,1.0,12.0,10.0,1.168234991158795
562,1.0,12.0,11.0,0.9693003458118711
563,1.0,12.0,12.0,0.8936059471006207
564,1.0,13.0,1.0,0.778460050924494
565,1.0,13.0,2.0,0.900267715060353
566,1.0,13.0,3.0,0.720704033966634
567,1.0,13.0,4.0,0.963253928295368
568,1.0,13.0,5.0,0.7895738417664386
569,1.0,13.0,6.0,0.7020276739091226
570,1.0,13.0,7.0,0.6414224467695213
571,1.0,13.0,8.0,0.7379743474591232
572,1.0,13.0,9.0,0.7034380552501149
573,1.0,13.0,10.0,0.7482168962421069
574,1.0,13.0,11.0,1.16832686047493
575,1.0,13.0,12.0,0.6022996232825704
576,1.0,14.0,1.0,1.2480785232791594
577,1.0,14.0,2.0,1.0387494003251936
578,1.0,14.0,3.0,0.7228309644497912
579,1.0,14.0,4.0,1.2001455906158347
580,1.0,14.0,5.0,0.8804833264327778
581,1.0,14.0,6.0,0.9719235978736362
582,1.0,14.0,7.0,0.8146308966953267
583,1.0,14.0,8.0,0.8447897903768358
584,1.0,14.0,9.0,1.0485403146082157
585,1.0,14.0,10.0,1.0250195058311693
586,1.0,14.0,11.0,1.010186255887447
587,1.0,14.0,12.0,0.7463302727755405
588,1.0,15.0,1.0,0.9057585277411467
589,1.0,15.0,2.0,0.9384952967088392
590,1.0,15.0,3.0,0.9276749212398534
591,1.0,15.0,4.0,0.8430135877019135
592,1.0,15.0,5.0,0.6293121464373305
593,1.0,15.0,6.0,0.9117904932106692
594,1.0,15.0,7.0,0.6455598757233403
595,1.0,15.0,8.0,0.8668418933273939
596,1.0,15.0,9.0,0.8680696760749059
597,1.0,15.0,10.0,0.9322484633092674
598,1.0,15.0,11.0,0.7838286256877421
599,1.0,15.0,12.0,0.6571598510782588
600,1.0,16.0,1.0,0.8895868946867956
601,1.0,16.0,2.0,0.9776585714436501
602,1.0,16.0,3.0,0.7087255468768594
603,1.0,16.0,4.0,0.9961695007238217
604,1.0,16.0,5.0,0.9791366124989607
605,1.0,16.0,6.0,0.8228728857847184
606,1.0,16.0,7.0,0.8242514874059286
607,1.0,16.0,8.0,0.950213794302516
608,1.0,16.0,9.0,0.9334075463700806
609,1.0,16.0,10.0,0.9665210045956135
610,1.0,16.0,11.0,1.324758300341393
